filtered_text,Label,text_length,presence_of_digit
send a logo 2 ur lover 2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,1,31,10
yes from last week itself ii am taking live call,0,10,0
someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124 pobox12n146tf150p,1,26,4
siva is in hostel aha,0,5,0
urgent your mobile number has been awarded with a prize guaranteed call 09058094455 from land line claim 3030 valid 12hrs only,1,21,3
send this to ur friends and receive something about ur voice how is my speaking expression 1 childish 2 naughty 3 sentiment 4 rowdy 5 ful of attitude 6 romantic 7 shy 8 attractive 9 funny and lt and gt irritating and lt and gt lovable reply me,0,48,9
ok she will be ok i guess,0,7,0
aathi where are you dear,0,5,0
any pain on urination any thing else,0,7,0
7 at esplanade do mind giving me a lift cos i got no car today,0,15,1
i wnt to buy a bmw car urgently its vry urgent but hv a shortage of and lt and gt lacs there is no source to arng dis amt and lt and gt lacs thats my prob,0,37,0
at home watching tv lor,0,5,0
does she usually take fifteen fucking minutes to respond to a yes or no question,0,15,0
congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,1,26,9
booked ticket for pongal,0,4,0
you available now ii am like right around hillsborough and amp and lt and gt th,0,16,0
the message sent is askin for and lt and gt dollars shoul i pay and lt and gt or and lt and gt,0,23,0
ask g or iouri told the story like ten times already,0,11,0
how long does applebees fucking take,0,6,0
hi hope u get this txt journey hasnt been gd now about 50 mins late i think,0,17,1
but i have to i like to have love and arrange,0,11,0
yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,0,19,0
you were supposed to wake me up and gt,0,9,0
oic i saw him too but i tot he din c me i found a group liao,0,17,0
sorry i will call later,0,5,0
hey werethe monkeespeople say we monkeyaround howdy gorgeous,0,8,0
sorry my battery died i can come by but ii am only getting a gram for now your place,0,19,0
well done blimey exercise yeah i kinda remember wot that is hmm,0,12,0
i wont get concentration dear you know you are my mind and everything,0,13,0
lol have you made plans for new years,0,8,0
10 min later k,0,4,1
hanks lotsly,0,2,0
thanks for this hope you had a good day today,0,10,0
k k what are detail you want to transfer acc no enough,0,12,0
ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,0,21,0
loan for any purpose 000 homeowners tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back,1,24,3
si si i think ill go make those oreo truffles,0,10,0
look at amy ure a beautiful intelligent woman and i like u a lot i know u like me like that so worry,0,23,0
i hope you the result of being consistently intelligent and kind start asking him about practicum links and keep your ears open and all the best ttyl,0,27,0
1 20 that call cost which i guess isnt bad miss ya need ya want ya love ya,0,18,2
going thru a very different feeling wavering decisions and coping up with the same is the same individual time will heal everything i believe,0,24,0
where did u go my phone is gonna die you have to stay in here,0,15,0
great never been better each day gives even more reasons to thank god,0,13,0
upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july t and apply available,1,29,4
sorry i will call later ok bye,0,7,0
ok i am on the way to railway,0,8,0
great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love and lt and gt times per night,0,28,0
they do not put that stuff on the roads to keep it from getting slippery over there,0,17,0
when are you going to ride your bike,0,8,0
yup no need i will jus wait 4 e rain 2 stop,0,12,2
there are many company tell me the language,0,8,0
okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,1,27,6
how long has it been since you screamed princess,0,9,0
nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered and lt and gt to my account and and lt and gt dollars got removed so the banks differ and charges also differ be sure you trust the 9ja person you are sending account details to cos,0,57,1
want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the largest dogging network by txting moan to 69888nyt ec2a 31p msg 150p,1,28,6
nice line said by a broken plz do not cum 1 more times infront of me other wise once again i ll trust u good 9t,0,26,2
ok ii am gonna head up to usf in like fifteen minutes,0,12,0
love you aathi love u lot,0,6,0
tension ah what machi any problem,0,6,0
k can i pick up another 8th when done,0,9,1
you guys getting back g said you were thinking about not staying for mcr,0,14,0
almost there see u in a sec,0,7,0
yo carlos a few friends are already asking me about you you working at all this weekend,0,17,0
watching tv lor,0,3,0
thank you baby i cant wait to taste the real thing,0,11,0
you should change your fb to jaykwon thuglyfe falconerf,0,9,0
if we win its really no 1 side for long time,0,11,1
free message activate your 500 free text messages by replying to this message with the word free for terms and conditions visit www 07781482378 com,1,25,2
dear reached railway what happen to you,0,7,0
depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,0,22,2
i think fixed it can you send a test message,0,10,0
sorry man my dry or i would if you want we could trade back half or i could buy some shit with my credit card,0,25,0
congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free 150pm dont miss out,1,26,7
sorry in meeting i will call later,0,7,0
what class of and lt and gt reunion,0,8,0
are you free now can i call now,0,8,0
got meh when,0,3,0
nope think i will go for it on monday sorry i replied so late,0,14,0
some of them told accenture is not confirm is it true,0,11,0
kate jackson rec center before 7ish right,0,7,1
dear i have reache room,0,5,0
fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose,0,33,1
when can come out,0,4,0
check with nuerologist,0,3,0
lolnice i went from a fish to water,0,8,0
123 congratulations in this competition draw u have won the prize to claim just call 09050002311 b4280703 t and cs stop sms 08718727868 over 18 only 150ppm,1,27,6
no waiting in e car bored wat cos wait outside got nothing 2 do at home can do my stuff or watch tv wat,0,24,1
maybe westshore or hyde park village the place near my house,0,11,0
you should know now so anthony are you bringing money school fees to pay and rent and stuff like that thats why i need your help a friend in need,0,30,0
the significance,0,2,0
your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,0,26,9
8 at the latest still there if you can scrounge up some ammo and want to give the new ak a try,0,22,1
prabha ii am soryda realy frm heart ii am sory,0,10,0
lol ok your forgiven,0,4,0
no jst change tat only,0,5,0
you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a prize txt word collect to no 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1,25,6
s no competition for him,0,5,0
boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more,1,32,8
your credits have been topped up for http www bubbletext com your renewal pin is tgxxrz,1,16,0
that way transport is less problematic than on sat night by the way if u want to ask n to join my bday feel free but need to know definite nos as booking on fri,0,35,0
usually the person is unconscious in children but in adults they may just behave abnormally i ll call you now,0,20,0
but on ebay it might be less elsewhere,0,8,0
shall i come to get pickle,0,6,0
were gonna go get some tacos,0,6,0
very rude you on campus,0,5,0
urgent your mobile no was awarded a 000 bonus caller prize on 02 09 03 this is our 2nd attempt to contact you call box95qu,1,25,6
hi i will not b ard 4 christmas but do enjoy n merry xi amas,0,15,1
offer claim ur worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035 00 sub 16 unsub reply x,1,25,4
yes how is a pretty lady like you single,0,9,0
